Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5203583240509033	0	26.2564102564	19.3810877268	110.0	10.0	26.2564102564	19.3810877268	1024	1024
0.7329385280609131	1	22.4888888889	12.0528875696	71.0	10.0	22.4888888889	12.0528875696	1012	2036
1.4866383075714111	2	23.0	9.7817083468	58.0	10.0	23.0	9.7817083468	1012	3048
1.7002532482147217	3	22.7173913043	13.2806872587	73.0	10.0	22.7173913043	13.2806872587	1045	4093
1.9056015014648438	4	25.05	15.8996069134	80.0	10.0	25.05	15.8996069134	1002	5095
2.1092069149017334	5	22.8181818182	11.5074535673	56.0	9.0	22.8181818182	11.5074535673	1004	6099
2.316683292388916	6	21.1666666667	14.1911553049	73.0	8.0	21.1666666667	14.1911553049	1016	7115
2.5230817794799805	7	24.0	11.9741785681	51.0	10.0	24.0	11.9741785681	1008	8123
2.734174966812134	8	22.7173913043	10.4749453531	49.0	9.0	22.7173913043	10.4749453531	1045	9168
2.9418110847473145	9	22.8409090909	12.2454874468	58.0	10.0	22.8409090909	12.2454874468	1005	10173
3.1465656757354736	10	18.5740740741	7.07264383447	34.0	8.0	18.5740740741	7.07264383447	1003	11176
3.3559176921844482	11	23.7441860465	12.1828950301	73.0	11.0	23.7441860465	12.1828950301	1021	12197
3.5624959468841553	12	22.4222222222	9.47391480479	58.0	9.0	22.4222222222	9.47391480479	1009	13206
3.7671446800231934	13	24.6097560976	13.1369485427	62.0	10.0	24.6097560976	13.1369485427	1009	14215
3.974689483642578	14	22.6222222222	14.177115972	77.0	10.0	22.6222222222	14.177115972	1018	15233
4.186186075210571	15	21.5416666667	11.1354507717	61.0	10.0	21.5416666667	11.1354507717	1034	16267
4.399809837341309	16	27.2894736842	16.0031376771	83.0	10.0	27.2894736842	16.0031376771	1037	17304
4.613629341125488	17	26.6666666667	14.6100305083	71.0	11.0	26.6666666667	14.6100305083	1040	18344
4.820617437362671	18	24.6097560976	15.1510734527	84.0	9.0	24.6097560976	15.1510734527	1009	19353
5.029790878295898	19	26.8157894737	16.204052877	81.0	10.0	26.8157894737	16.204052877	1019	20372
5.24329686164856	20	29.4	21.9339267542	96.0	9.0	29.4	21.9339267542	1029	21401
5.456973075866699	21	26.6666666667	16.0501351274	72.0	11.0	26.6666666667	16.0501351274	1040	22441
5.670596361160278	22	29.2285714286	17.3239482703	100.0	10.0	29.2285714286	17.3239482703	1023	23464
5.879587411880493	23	25.525	12.533928953	73.0	8.0	25.525	12.533928953	1021	24485
6.093023777008057	24	34.2	20.0239856173	87.0	11.0	34.2	20.0239856173	1026	25511
6.3006017208099365	25	34.6206896552	22.4736071919	103.0	13.0	34.6206896552	22.4736071919	1004	26515
6.5091798305511475	26	33.6333333333	21.0419950469	88.0	11.0	33.6333333333	21.0419950469	1009	27524
6.727762222290039	27	35.1666666667	21.5655332005	92.0	12.0	35.1666666667	21.5655332005	1055	28579
6.9420835971832275	28	34.1666666667	22.4054804804	122.0	9.0	34.1666666667	22.4054804804	1025	29604
7.1612396240234375	29	39.1481481481	19.7684816549	73.0	12.0	39.1481481481	19.7684816549	1057	30661
7.390326499938965	30	40.7777777778	27.1092895563	126.0	16.0	40.7777777778	27.1092895563	1101	31762
7.60140585899353	31	40.2	18.2230623113	77.0	14.0	40.2	18.2230623113	1005	32767
7.808926343917847	32	41.8333333333	20.2106957382	103.0	22.0	41.8333333333	20.2106957382	1004	33771
8.024007320404053	33	39.037037037	18.9902147931	77.0	12.0	39.037037037	18.9902147931	1054	34825
8.236153364181519	34	52.7368421053	30.4904508007	123.0	12.0	52.7368421053	30.4904508007	1002	35827
8.44402265548706	35	36.2142857143	19.6348035438	84.0	12.0	36.2142857143	19.6348035438	1014	36841
8.669481039047241	36	56.6315789474	28.002275333	120.0	16.0	56.6315789474	28.002275333	1076	37917
8.884227752685547	37	58.0	33.5393632749	166.0	11.0	58.0	33.5393632749	1044	38961
9.100844621658325	38	49.2380952381	31.0466695736	117.0	15.0	49.2380952381	31.0466695736	1034	39995
9.310518503189087	39	37.8888888889	15.3220570453	62.0	14.0	37.8888888889	15.3220570453	1023	41018
9.532830238342285	40	73.3571428571	51.4192947983	187.0	18.0	73.3571428571	51.4192947983	1027	42045
9.75241231918335	41	50.2857142857	28.8016911824	117.0	13.0	50.2857142857	28.8016911824	1056	43101
9.963846921920776	42	58.8823529412	33.0914638948	122.0	17.0	58.8823529412	33.0914638948	1001	44102
10.18039608001709	43	60.1176470588	35.3884034727	142.0	10.0	60.1176470588	35.3884034727	1022	45124
10.419434309005737	44	58.1052631579	50.296902423	200.0	15.0	58.1052631579	50.296902423	1104	46228
10.634054899215698	45	59.0588235294	33.0800643506	143.0	17.0	59.0588235294	33.0800643506	1004	47232
10.851059436798096	46	56.6111111111	43.3142764364	156.0	10.0	56.6111111111	43.3142764364	1019	48251
11.06303095817566	47	50.7	28.5641383556	119.0	15.0	50.7	28.5641383556	1014	49265
11.28588604927063	48	48.5454545455	27.048319176	147.0	19.0	48.5454545455	27.048319176	1068	50333
11.506468296051025	49	61.0588235294	40.9540209736	125.0	16.0	61.0588235294	40.9540209736	1038	51371
