Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
22.050502061843872	0	-63.3614666659	28.3550400888	25.9105000052	-136.267115297	151.0	0.0	50132	50132
43.33105969429016	1	-90.3794513313	22.7026358792	5.06075536959	-166.15222871	151.0	0.0	50132	100264
64.5572738647461	2	-159.005160562	48.4849291296	5.91384043731	-289.318842074	151.0	0.0	50132	150396
85.61096048355103	3	-191.635104131	47.5549737634	-46.4766232957	-310.207341037	151.0	0.0	50132	200528
106.96528100967407	4	-242.038067164	47.1529106236	-121.629350705	-401.315382598	151.0	0.0	50132	250660
128.48682498931885	5	-430.9624284	39.6501350897	-305.910020165	-524.242245544	151.0	0.0	50132	300792
150.29280257225037	6	-526.948872288	57.4126893697	-282.305429415	-668.336710943	151.0	0.0	50132	350924
172.02238488197327	7	-572.191956812	63.892692831	-329.310632651	-765.488230788	151.0	0.0	50132	401056
193.6521372795105	8	-610.166960932	60.5956780764	-391.17909689	-760.229566467	151.0	0.0	50132	451188
215.33839774131775	9	-636.470852233	54.3734830959	-476.371765387	-819.813257584	151.0	0.0	50132	501320
236.99550318717957	10	-614.532403006	46.8228789334	-500.537712306	-746.332668962	151.0	0.0	50132	551452
258.7910783290863	11	-591.16037196	44.9924624281	-475.648519299	-715.091576224	151.0	0.0	50132	601584
280.58523058891296	12	-612.018100884	41.2129887522	-488.187341366	-709.775581659	151.0	0.0	50132	651716
302.3894417285919	13	-666.371849813	42.2398603921	-559.67091177	-770.59361689	151.0	0.0	50132	701848
324.22322273254395	14	-698.373369451	48.9903088306	-554.260790085	-845.824412301	151.0	0.0	50132	751980
346.1781756877899	15	-725.132598261	55.5267667014	-570.301926225	-927.044716563	151.0	0.0	50132	802112
368.10614252090454	16	-791.777294488	55.9395790838	-631.155677625	-957.898990351	151.0	0.0	50132	852244
389.9714071750641	17	-857.551771589	56.7005939996	-713.403916687	-1006.51833327	151.0	0.0	50132	902376
411.845299243927	18	-891.632936665	52.4190865293	-716.178977843	-1023.6935577	151.0	0.0	50132	952508
433.7623462677002	19	-910.539749274	52.3044568231	-733.403220594	-1062.28736123	151.0	0.0	50132	1002640
455.5578019618988	20	-908.024461396	51.6529743374	-759.549967384	-1077.70134329	151.0	0.0	50132	1052772
477.47372245788574	21	-888.557584901	47.1641508248	-757.651892221	-1034.87654378	151.0	0.0	50132	1102904
499.77185440063477	22	-844.115375585	47.1183849401	-694.741297593	-981.5752313	151.0	0.0	50132	1153036
521.7309753894806	23	-813.709331746	53.4473859256	-660.16501139	-955.21332231	151.0	0.0	50132	1203168
543.631858587265	24	-807.192438982	58.0168427202	-580.510099867	-945.313732065	151.0	0.0	50132	1253300
565.407466173172	25	-832.485167842	57.4007721532	-675.676839674	-1035.80373672	151.0	0.0	50132	1303432
587.1807239055634	26	-839.652306435	57.7923606907	-661.029258834	-997.264209643	151.0	0.0	50132	1353564
608.4649441242218	27	-842.033255621	58.5265552647	-658.051522907	-999.92289157	151.0	0.0	50132	1403696
629.6586675643921	28	-835.97987101	61.8211496053	-641.065405438	-971.883621957	151.0	0.0	50132	1453828
